timestamp,activeBucketColumn,imuqx,imuqy,imuqz,imuqw,liftValue,activation
85.58932,2,-0.812,0.011,-0.295,0.501,17342,HOLD
85.61066,2,-0.813,0.012,-0.292,0.502,381870,HOLD
85.65331,2,-0.814,0.005,-0.294,0.5,17654,HOLD
85.69598,2,-0.814,-0.014,-0.298,0.497,565,NONE
85.73866,2,-0.812,0,-0.3,0.498,9377,NONE
85.78132,2,-0.812,0.005,-0.3,0.499,13382,NONE
85.82399,2,-0.811,0.01,-0.299,0.501,3694,NONE
85.84533,2,-0.81,0.022,-0.294,0.504,1755,NONE
85.97331,3,-0.808,0.058,-0.273,0.517,13433,NONE
86.01598,3,-0.807,0.071,-0.251,0.52,15651,NONE
86.05866,3,-0.807,0.075,-0.262,0.523,10959,NONE
86.10132,3,-0.807,0.075,-0.262,0.522,43416,NONE
86.14399,3,-0.807,0.076,-0.261,0.523,133488,HOLD
86.18665,3,-0.807,0.077,-0.258,0.524,43677,HOLD
86.22932,3,-0.808,0.072,-0.258,0.523,6924,END
86.272,3,-0.807,0.069,-0.262,0.524,13057,NONE
86.29331,3,-0.806,0.066,-0.263,0.525,50849,NONE
86.33598,3,-0.806,0.065,-0.265,0.524,4043,NONE
86.37866,3,-0.805,0.066,-0.266,0.524,1845,NONE
86.42132,3,-0.806,0.067,-0.266,0.523,10980,NONE
86.57066,3,-0.805,0.069,-0.266,0.524,3601,NONE
86.61331,3,-0.805,0.07,-0.265,0.524,47376,NONE
86.63465,3,-0.805,0.071,-0.265,0.525,98295,NONE
86.67732,3,-0.806,0.073,-0.262,0.525,51510,NONE
86.71998,3,-0.806,0.074,-0.26,0.525,214934,START
86.76265,3,-0.806,0.074,-0.257,0.526,6631,HOLD
86.78399,3,-0.808,0.068,-0.261,0.523,285,END
86.82664,3,-0.806,0.068,-0.262,0.524,703,NONE
86.86932,3,-0.806,0.063,-0.264,0.525,16114,NONE
86.91199,3,-0.806,0.063,-0.266,0.523,0,NONE
86.95465,3,-0.807,0.06,-0.27,0.521,10881,NONE
86.99732,3,-0.808,0.05,-0.278,0.516,1859,NONE
87.14664,2,-0.81,0.024,-0.295,0.506,8426,NONE
87.18932,2,-0.81,0.026,-0.294,0.506,16048,NONE
87.25331,2,-0.81,0.029,-0.292,0.507,228220,START
87.29599,2,-0.81,0.03,-0.289,0.508,17838,HOLD
87.33866,2,-0.811,0.027,-0.29,0.506,139,HOLD
87.35998,2,-0.811,0.027,-0.293,0.504,7646,NONE
87.40266,2,-0.81,0.022,-0.295,0.505,1398,NONE
87.44533,2,-0.81,0.02,-0.297,0.503,25281,NONE
87.48798,2,-0.81,0.022,-0.299,0.503,25923,NONE
87.53065,2,-0.81,0.021,-0.3,0.502,10168,NONE
87.57331,2,-0.81,0.022,-0.299,0.502,9923,NONE
87.59465,2,-0.811,0.022,-0.299,0.501,5677,NONE
87.72266,2,-0.81,0.021,-0.299,0.503,6482,NONE
87.74399,2,-0.809,0.022,-0.298,0.504,66482,NONE
87.78664,2,-0.809,0.022,-0.297,0.505,21419,NONE
87.82932,2,-0.809,0.023,-0.295,0.506,100699,START
87.87199,2,-0.81,0.026,-0.291,0.507,4612,HOLD
87.91465,2,-0.811,0.023,-0.29,0.507,2474,HOLD
87.95732,2,-0.811,0.02,-0.294,0.503,12173,NONE
88.02132,2,-0.81,0.007,-0.301,0.502,4461,NONE
88.06399,2,-0.81,-0.005,-0.313,0.496,21638,NONE
88.08533,2,-0.81,-0.018,-0.322,0.491,21516,NONE
88.12798,2,-0.81,-0.039,-0.334,0.483,25041,NONE
88.17065,2,-0.807,-0.07,-0.354,0.466,5238,NONE
88.31998,1,-0.807,-0.072,-0.354,0.465,25366,NONE
88.36266,1,-0.807,-0.071,-0.354,0.466,176702,START
88.38399,1,-0.808,-0.067,-0.35,0.468,23268,HOLD
88.42664,1,-0.81,-0.061,-0.342,0.471,13374,HOLD
88.46932,1,-0.81,-0.063,-0.345,0.468,732,HOLD
88.51199,1,-0.809,-0.068,-0.347,0.468,7278,NONE
88.55465,1,-0.808,-0.068,-0.349,0.468,17731,NONE
88.59732,1,-0.808,-0.068,-0.35,0.468,8328,NONE
88.63998,1,-0.808,-0.069,-0.352,0.466,13007,NONE
88.68266,1,-0.808,-0.069,-0.352,0.465,11038,NONE
88.70399,1,-0.808,-0.069,-0.353,0.465,11646,NONE
88.89599,1,-0.807,-0.065,-0.351,0.468,31893,NONE
88.91733,1,-0.807,-0.064,-0.349,0.469,282342,START
88.95998,1,-0.808,-0.062,-0.348,0.47,17127,HOLD
89.00266,1,-0.808,-0.059,-0.344,0.471,3204,HOLD
89.04533,1,-0.81,-0.056,-0.339,0.473,20218,HOLD
89.08798,1,-0.812,-0.061,-0.343,0.467,14570,HOLD
89.10932,1,-0.81,-0.071,-0.346,0.465,5630,HOLD
89.15199,1,-0.809,-0.08,-0.354,0.461,37185,NONE
89.19465,1,-0.806,-0.099,-0.365,0.453,25288,NONE
89.23733,1,-0.803,-0.124,-0.38,0.44,3382,NONE
89.27998,1,-0.801,-0.138,-0.388,0.433,5217,NONE
89.32265,1,-0.798,-0.154,-0.395,0.427,38466,NONE
89.98399,2,-0.811,0.021,-0.306,0.497,5223,NONE
90.00533,2,-0.811,0.023,-0.306,0.496,38892,NONE
90.04798,2,-0.811,0.026,-0.304,0.497,44809,NONE
90.09066,2,-0.812,0.028,-0.302,0.497,144047,HOLD
90.13331,2,-0.812,0.028,-0.301,0.498,27387,HOLD
90.17599,2,-0.812,0.024,-0.3,0.498,5380,HOLD
90.21866,2,-0.815,0.021,-0.302,0.493,3577,HOLD
90.26131,2,-0.813,0.017,-0.304,0.495,39681,NONE
90.30399,2,-0.811,0.022,-0.302,0.499,37710,NONE
90.34664,2,-0.81,0.038,-0.296,0.504,4453,NONE
90.38932,2,-0.808,0.054,-0.286,0.509,28146,NONE
90.432,2,-0.805,0.087,-0.265,0.522,57600,NONE
90.58131,4,-0.799,0.137,-0.236,0.534,16581,NONE
90.62399,4,-0.798,0.143,-0.233,0.535,34482,NONE
90.64533,4,-0.798,0.144,-0.233,0.536,266099,START
90.68798,4,-0.797,0.149,-0.23,0.537,73102,HOLD
90.73066,4,-0.796,0.152,-0.226,0.539,118609,HOLD
90.77331,4,-0.795,0.156,-0.224,0.54,48783,HOLD
90.79465,4,-0.787,0.181,-0.209,0.549,2961,END
90.83733,4,-0.786,0.187,-0.206,0.552,3246,NONE
90.87997,4,-0.789,0.173,-0.217,0.547,5401,NONE
90.92265,4,-0.788,0.171,-0.223,0.545,194,NONE
90.96533,4,-0.788,0.172,-0.224,0.545,36935,NONE
91.00798,4,-0.789,0.171,-0.226,0.543,39984,NONE
91.73331,4,-0.793,0.148,-0.228,0.543,28490,HOLD
91.77599,4,-0.794,0.149,-0.225,0.543,0,HOLD
91.81866,4,-0.796,0.14,-0.229,0.541,5351,HOLD
91.86131,4,-0.798,0.13,-0.237,0.537,5143,HOLD
91.90399,4,-0.796,0.132,-0.238,0.54,49284,NONE
91.94665,4,-0.796,0.123,-0.244,0.539,15755,NONE
91.98932,4,-0.8,0.095,-0.263,0.531,21172,NONE
92.032,4,-0.804,0.062,-0.293,0.52,3057,NONE
92.05331,4,-0.807,0.028,-0.306,0.502,3563,NONE
92.09599,4,-0.808,0.009,-0.316,0.495,32373,NONE
92.15998,4,-0.808,0.001,-0.321,0.493,6032,NONE
92.30932,2,-0.808,0.01,-0.315,0.496,111999,NONE
92.352,2,-0.809,0.015,-0.31,0.498,133310,NONE
92.37331,2,-0.809,0.018,-0.307,0.499,165123,HOLD
92.41599,2,-0.809,0.022,-0.304,0.501,15813,HOLD
92.45866,2,-0.811,0.022,-0.305,0.498,13718,HOLD
92.50131,2,-0.81,0.02,-0.306,0.499,17739,END
92.54399,2,-0.808,0.009,-0.316,0.495,11432,NONE
92.58665,2,-0.808,0.005,-0.319,0.493,57379,NONE
92.62932,2,-0.809,-0.033,-0.343,0.475,6176,NONE
92.672,2,-0.807,-0.062,-0.36,0.461,13702,NONE
92.69331,2,-0.804,-0.102,-0.381,0.444,13227,NONE
94.50665,2,-0.808,0.018,-0.315,0.495,20106,NONE
94.54932,2,-0.808,0.019,-0.315,0.496,28197,NONE
94.592,2,-0.808,0.02,-0.313,0.497,17651,HOLD
94.61331,2,-0.808,0.02,-0.31,0.498,79725,HOLD
94.65598,2,-0.809,0.016,-0.31,0.498,642,HOLD
94.69866,2,-0.809,0.011,-0.312,0.496,4266,END
94.74132,2,-0.808,0.011,-0.313,0.498,43672,NONE
94.78399,2,-0.808,0.009,-0.313,0.497,47337,NONE
94.82664,2,-0.808,0.013,-0.314,0.497,11286,NONE
94.86932,2,-0.808,0.027,-0.307,0.5,26790,NONE
94.93331,2,-0.806,0.053,-0.293,0.509,10434,NONE
95.08266,4,-0.8,0.108,-0.261,0.528,13377,NONE
95.10399,4,-0.799,0.112,-0.259,0.529,140686,NONE
95.16798,4,-0.799,0.112,-0.259,0.529,24879,NONE
95.21066,4,-0.799,0.115,-0.256,0.53,161949,HOLD
95.25331,4,-0.798,0.12,-0.251,0.533,19390,HOLD
95.27465,4,-0.797,0.128,-0.241,0.536,23219,HOLD
95.31732,4,-0.796,0.132,-0.238,0.539,9057,HOLD
95.35998,4,-0.792,0.148,-0.23,0.544,46538,NONE
95.40266,4,-0.79,0.145,-0.23,0.547,11340,NONE
95.42399,4,-0.792,0.137,-0.242,0.542,949,NONE
95.46664,4,-0.792,0.141,-0.243,0.541,1226,NONE
95.50932,4,-0.792,0.142,-0.243,0.54,10370,NONE
95.55199,4,-0.792,0.141,-0.244,0.54,37952,NONE
95.59465,4,-0.792,0.14,-0.244,0.54,3534,NONE
96.29866,4,-0.794,0.132,-0.241,0.539,26548,NONE
96.34132,4,-0.794,0.129,-0.24,0.541,18194,NONE
96.38399,4,-0.792,0.126,-0.245,0.545,6301,NONE
96.42664,4,-0.792,0.125,-0.248,0.542,66317,NONE
96.46932,4,-0.793,0.126,-0.248,0.541,4695,NONE
96.51199,4,-0.794,0.129,-0.246,0.539,2921,NONE
96.53331,4,-0.794,0.129,-0.246,0.539,10634,NONE
96.57599,4,-0.795,0.127,-0.247,0.538,6227,NONE
96.61866,4,-0.796,0.12,-0.251,0.536,1236,NONE
96.66132,4,-0.802,0.091,-0.269,0.523,19585,NONE
96.70399,4,-0.804,0.069,-0.284,0.515,7870,NONE
96.85331,2,-0.807,0.02,-0.327,0.5,189743,HOLD
96.89599,2,-0.807,0.016,-0.316,0.497,107693,HOLD
96.93866,2,-0.809,0.009,-0.313,0.497,70353,HOLD
96.98132,2,-0.809,0,-0.321,0.492,1987,HOLD
97.02399,2,-0.807,0,-0.321,0.494,12820,NONE
97.06664,2,-0.807,0.002,-0.322,0.494,12645,NONE
97.10932,2,-0.807,0.005,-0.321,0.494,33033,NONE
97.15199,2,-0.808,0.009,-0.319,0.494,1739,NONE
97.17331,2,-0.808,0.014,-0.317,0.494,5183,NONE
97.21599,2,-0.809,0.021,-0.312,0.497,2897,NONE
97.25866,2,-0.808,0.039,-0.301,0.504,2322,NONE
97.30132,2,-0.807,0.056,-0.29,0.51,68497,NONE
97.42932,3,-0.803,0.095,-0.265,0.524,46479,NONE
97.47199,3,-0.802,0.102,-0.26,0.526,16088,HOLD
97.49331,3,-0.802,0.102,-0.257,0.528,49196,HOLD
97.53599,3,-0.804,0.092,-0.263,0.524,5984,HOLD
97.57866,3,-0.801,0.091,-0.264,0.527,5249,NONE
97.62132,3,-0.801,0.087,-0.267,0.527,4679,NONE
97.66399,3,-0.801,0.09,-0.269,0.525,20458,NONE
97.70664,3,-0.802,0.08,-0.273,0.522,17795,NONE
97.74932,3,-0.806,0.055,-0.293,0.509,1609,NONE
97.79199,3,-0.808,0.032,-0.306,0.5,11837,NONE
97.83465,3,-0.808,-0.017,-0.336,0.483,11656,NONE
97.98399,1,-0.806,-0.031,-0.343,0.479,205208,NONE
98.02664,1,-0.807,-0.031,-0.341,0.48,3704,HOLD
98.06932,1,-0.806,-0.031,-0.341,0.481,32234,HOLD
98.11199,1,-0.807,-0.033,-0.341,0.479,23398,HOLD
98.15465,1,-0.806,-0.044,-0.347,0.475,6953,HOLD
98.19733,1,-0.806,-0.045,-0.349,0.475,1994,NONE
98.23997,1,-0.805,-0.044,-0.351,0.475,45171,NONE
98.28265,1,-0.805,-0.042,-0.352,0.474,6849,NONE
98.30399,1,-0.806,-0.035,-0.348,0.475,20560,NONE
98.34664,1,-0.807,-0.028,-0.344,0.477,49049,NONE
98.58131,2,-0.803,0.05,-0.297,0.513,154281,START
98.62399,2,-0.803,0.05,-0.297,0.513,61065,HOLD
98.64533,2,-0.803,0.053,-0.293,0.515,84364,HOLD
98.68798,2,-0.805,0.051,-0.294,0.511,8300,END
98.73066,2,-0.804,0.048,-0.295,0.513,14427,NONE
98.77331,2,-0.803,0.049,-0.295,0.513,50050,NONE
98.79465,2,-0.804,0.049,-0.296,0.512,34114,NONE
98.83733,2,-0.805,0.049,-0.297,0.51,20474,NONE
98.87997,2,-0.807,0.039,-0.302,0.505,18231,NONE
98.94399,2,-0.808,0.01,-0.319,0.496,9608,NONE
98.96533,2,-0.808,-0.033,-0.345,0.474,6753,NONE
100.2666,2,-0.808,0.037,-0.307,0.5,22695,NONE
100.3093,2,-0.808,0.048,-0.302,0.502,26042,NONE
100.352,2,-0.807,0.05,-0.302,0.503,0,NONE
100.3946,2,-0.808,0.05,-0.301,0.503,183541,NONE
100.4587,2,-0.807,0.052,-0.297,0.505,23826,HOLD
100.5013,2,-0.809,0.061,-0.301,0.5,34237,END
100.544,2,-0.807,0.043,-0.303,0.503,2530,NONE
100.5866,2,-0.806,0.041,-0.305,0.504,11643,NONE
100.608,2,-0.806,0.038,-0.308,0.503,22045,NONE
100.6507,2,-0.807,0.021,-0.319,0.495,9260,NONE
100.6933,2,-0.808,0,-0.333,0.485,839,NONE
100.736,2,-0.807,-0.025,-0.348,0.474,184,NONE
100.864,1,-0.805,-0.04,-0.359,0.469,12594,NONE
100.8853,1,-0.805,-0.041,-0.36,0.468,63515,NONE
100.928,1,-0.805,-0.039,-0.358,0.47,38175,NONE
100.9707,1,-0.806,-0.035,-0.354,0.472,22474,HOLD
101.0133,1,-0.806,-0.032,-0.351,0.473,22876,HOLD
101.0346,1,-0.808,-0.035,-0.352,0.469,8426,END
101.0773,1,-0.806,-0.038,-0.356,0.47,7478,NONE
101.12,1,-0.806,-0.036,-0.355,0.471,4389,NONE
101.1627,1,-0.806,-0.026,-0.351,0.475,46782,NONE
101.2053,1,-0.806,-0.011,-0.344,0.479,2365,NONE
101.2266,1,-0.806,0.007,-0.333,0.484,21271,NONE
101.2907,1,-0.806,0.038,-0.314,0.5,15377,NONE
101.44,3,-0.802,0.106,-0.272,0.52,0,NONE
101.4827,3,-0.802,0.11,-0.268,0.522,44266,NONE
101.5466,3,-0.801,0.112,-0.265,0.522,71153,HOLD
101.568,3,-0.802,0.11,-0.264,0.524,4594,HOLD
101.6107,3,-0.801,0.106,-0.268,0.523,3465,NONE
101.6533,3,-0.799,0.104,-0.269,0.525,7262,NONE
101.696,3,-0.8,0.102,-0.272,0.524,15271,NONE
101.7387,3,-0.799,0.103,-0.273,0.524,7052,NONE
101.7813,3,-0.8,0.099,-0.277,0.522,10197,NONE
101.824,3,-0.801,0.091,-0.296,0.518,18576,NONE
101.8666,3,-0.806,0.055,-0.305,0.505,3680,NONE
102.016,2,-0.808,0.048,-0.308,0.499,62730,NONE
102.0587,2,-0.808,0.049,-0.307,0.499,93478,HOLD
102.1013,2,-0.808,0.05,-0.304,0.501,28700,HOLD
102.144,2,-0.808,0.046,-0.306,0.5,4705,END
102.1866,2,-0.807,0.051,-0.304,0.502,7499,NONE
102.2293,2,-0.806,0.049,-0.307,0.502,1944,NONE
102.2507,2,-0.806,0.052,-0.306,0.503,2581,NONE
102.2933,2,-0.806,0.06,-0.302,0.504,27070,NONE
102.336,2,-0.806,0.073,-0.292,0.508,2463,NONE
102.3787,2,-0.803,0.098,-0.277,0.518,14024,NONE
102.4213,2,-0.8,0.113,-0.267,0.523,0,NONE
102.464,2,-0.797,0.135,-0.256,0.529,21113,NONE
102.592,4,-0.791,0.167,-0.231,0.54,32756,NONE
102.6133,4,-0.791,0.168,-0.23,0.54,47957,HOLD
102.656,4,-0.792,0.162,-0.232,0.539,16967,HOLD
102.72,4,-0.794,0.159,-0.234,0.536,16714,END
102.7626,4,-0.789,0.159,-0.235,0.543,258,NONE
102.8053,4,-0.79,0.156,-0.241,0.54,1302,NONE
102.848,4,-0.788,0.162,-0.238,0.542,19177,NONE
102.8907,4,-0.787,0.169,-0.235,0.544,20330,NONE
102.9333,4,-0.787,0.172,-0.233,0.543,2040,NONE
102.9547,4,-0.786,0.179,-0.23,0.544,17838,NONE
103.0187,4,-0.785,0.186,-0.226,0.545,3379,NONE
103.168,4,-0.784,0.191,-0.221,0.546,30466,NONE
103.2107,4,-0.784,0.192,-0.219,0.546,207285,START
103.2533,4,-0.784,0.192,-0.219,0.546,176987,HOLD
103.2747,4,-0.784,0.187,-0.219,0.548,4839,HOLD
103.3173,4,-0.786,0.179,-0.223,0.546,18900,END
103.36,4,-0.784,0.183,-0.223,0.548,279,NONE
103.4027,4,-0.783,0.182,-0.224,0.55,4287,NONE
103.4453,4,-0.784,0.18,-0.226,0.548,5177,NONE
103.488,4,-0.784,0.177,-0.228,0.547,1454,NONE
103.5093,4,-0.792,0.154,-0.243,0.537,12229,NONE
103.552,4,-0.8,0.101,-0.272,0.522,3494,NONE
103.5947,4,-0.803,0.08,-0.292,0.514,12759,NONE
103.7227,2,-0.807,0.01,-0.333,0.486,396,NONE
103.7653,2,-0.807,0.005,-0.335,0.485,49491,NONE
103.808,2,-0.807,0.007,-0.333,0.486,714,HOLD
103.8507,2,-0.807,0.009,-0.329,0.488,7728,HOLD
103.8933,2,-0.807,0.01,-0.327,0.489,1089,HOLD
103.936,2,-0.807,0.011,-0.328,0.489,3534,NONE
103.9787,2,-0.806,0.011,-0.329,0.49,25944,NONE
104.0213,2,-0.807,0.012,-0.329,0.489,3138,NONE
104.064,2,-0.807,0.015,-0.329,0.489,1659,NONE
104.0853,2,-0.807,0.018,-0.328,0.488,22045,NONE
104.128,2,-0.808,0.023,-0.326,0.489,10312,NONE
104.1707,2,-0.808,0.031,-0.321,0.492,33366,NONE
104.2773,3,-0.805,0.084,-0.289,0.51,32154,NONE
104.32,3,-0.804,0.093,-0.28,0.515,219895,START
104.3627,3,-0.803,0.106,-0.273,0.518,48301,HOLD
104.4053,3,-0.801,0.117,-0.265,0.523,79019,HOLD
104.448,3,-0.802,0.114,-0.266,0.521,13257,HOLD
104.4693,3,-0.802,0.113,-0.267,0.521,8818,END
104.512,3,-0.8,0.111,-0.272,0.52,506,NONE
104.5546,3,-0.801,0.105,-0.28,0.518,17270,NONE
104.5973,3,-0.801,0.099,-0.285,0.5,10484,NONE
104.64,3,-0.803,0.083,-0.295,0.512,5518,NONE
104.6827,3,-0.807,0.038,-0.323,0.491,8240,NONE
104.704,3,-0.807,-0.003,-0.349,0.477,3177,NONE
104.896,1,-0.805,-0.046,-0.37,0.46,24836,NONE
104.9387,1,-0.805,-0.05,-0.372,0.458,71358,NONE
104.9813,1,-0.805,-0.047,-0.372,0.459,107001,HOLD
105.024,1,-0.806,-0.031,-0.359,0.467,69350,HOLD
105.0453,1,-0.806,-0.014,-0.347,0.476,6165,HOLD
105.088,1,-0.807,-0.019,-0.351,0.473,839,HOLD
105.1307,1,-0.806,-0.02,-0.351,0.475,5577,NONE
105.1733,1,-0.806,-0.019,-0.35,0.475,13486,NONE
105.1946,1,-0.806,-0.017,-0.35,0.476,6820,NONE
105.2373,1,-0.806,-0.016,-0.349,0.477,1936,NONE
105.28,1,-0.806,-0.01,-0.345,0.479,5827,NONE
105.3227,1,-0.806,0.004,-0.339,0.483,36943,NONE
105.472,2,-0.805,0.045,-0.313,0.501,67936,HOLD
105.5146,2,-0.805,0.053,-0.306,0.504,68218,HOLD
105.536,2,-0.805,0.057,-0.302,0.507,26578,HOLD
105.6,2,-0.805,0.052,-0.305,0.506,16296,HOLD
105.6213,2,-0.805,0.053,-0.306,0.505,22200,NONE
105.664,2,-0.803,0.048,-0.31,0.505,1384,NONE
105.7066,2,-0.804,0.045,-0.311,0.504,5156,NONE
105.7493,2,-0.804,0.042,-0.313,0.502,15263,NONE
105.792,2,-0.804,0.036,-0.318,0.499,9558,NONE
105.8133,2,-0.805,0.032,-0.32,0.498,15731,NONE
105.856,2,-0.806,-0.011,-0.345,0.478,184,NONE
107.712,2,-0.803,0.015,-0.32,0.501,33898,NONE
107.7333,2,-0.803,0.016,-0.317,0.502,21129,NONE
107.776,2,-0.804,0.018,-0.314,0.503,14091,NONE
107.84,2,-0.806,0.023,-0.308,0.504,22802,HOLD
107.8827,2,-0.808,0.018,-0.307,0.5,4048,END
107.9253,2,-0.808,0.018,-0.309,0.5,860,NONE
107.968,2,-0.807,0.023,-0.306,0.503,27464,NONE
108.0107,2,-0.807,0.029,-0.303,0.504,14892,NONE
108.0533,2,-0.807,0.032,-0.302,0.505,20927,NONE
108.096,2,-0.807,0.051,-0.29,0.509,26006,NONE
108.1387,2,-0.806,0.084,-0.268,0.518,11227,NONE
108.2666,3,-0.805,0.11,-0.251,0.524,38519,NONE
108.3093,3,-0.805,0.113,-0.249,0.524,271500,START
108.352,3,-0.805,0.114,-0.247,0.525,38759,HOLD
108.3733,3,-0.806,0.115,-0.243,0.526,43456,HOLD
108.416,3,-0.807,0.109,-0.245,0.524,4773,HOLD
108.4587,3,-0.808,0.105,-0.247,0.523,3401,END
108.5013,3,-0.808,0.104,-0.248,0.522,9086,NONE
108.544,3,-0.805,0.107,-0.248,0.527,13199,NONE
108.5653,3,-0.806,0.096,-0.257,0.523,3941,NONE
108.608,3,-0.808,0.079,-0.268,0.517,27353,NONE
108.6507,3,-0.812,0.021,-0.304,0.5,14873,NONE
108.6933,3,-0.812,-0.011,-0.315,0.49,4589,NONE
108.8853,2,-0.81,-0.018,-0.326,0.486,1755,NONE
108.928,2,-0.81,-0.017,-0.326,0.486,54601,NONE
108.9707,2,-0.81,-0.007,-0.32,0.489,146321,NONE
109.0133,2,-0.811,0,-0.316,0.491,46157,HOLD
109.0773,2,-0.812,0.001,-0.313,0.491,10178,HOLD
109.0987,2,-0.813,0,-0.315,0.487,9214,NONE
109.1413,2,-0.811,-0.004,-0.32,0.488,6207,NONE
109.184,2,-0.811,-0.003,-0.322,0.487,38279,NONE
109.2266,2,-0.81,-0.004,-0.324,0.486,7669,NONE
109.2693,2,-0.811,-0.023,-0.337,0.477,19065,NONE
109.312,2,-0.81,-0.036,-0.346,0.473,10139,NONE
109.3333,2,-0.809,-0.05,-0.354,0.465,36042,NONE
109.4613,1,-0.808,-0.064,-0.362,0.459,69800,NONE
109.504,1,-0.808,-0.062,-0.361,0.46,124065,START
109.5253,1,-0.808,-0.061,-0.36,0.46,62868,HOLD
109.568,1,-0.809,-0.054,-0.355,0.463,87898,HOLD
109.6107,1,-0.811,-0.048,-0.35,0.465,341,HOLD
109.6533,1,-0.811,-0.048,-0.351,0.465,10940,NONE
109.696,1,-0.81,-0.047,-0.352,0.464,22019,NONE
109.7387,1,-0.809,-0.049,-0.354,0.465,50970,NONE
